DateTime,Temperature (C),Temperature (F),Condition,Humidity,Wind (kph),Pressure (mb)
2024-04-20,2024-04-20 04:00,28.7,83.6,Clear,78,10.4,1006.0
2024-04-20,2024-04-20 05:00,28.3,82.9,Clear,79,9.4,1006.0
2024-04-20,2024-04-20 06:00,28.7,83.6,Clear,77,9.0,1007.0
2024-04-20,2024-04-20 07:00,31.0,87.7,Sunny,65,7.7,1007.0
2024-04-20,2024-04-20 08:00,32.9,91.2,Sunny,54,7.2,1008.0
2024-04-20,2024-04-20 09:00,34.7,94.4,Sunny,46,11.9,1008.0
2024-04-20,2024-04-20 10:00,36.2,97.2,Sunny,40,11.9,1007.0
2024-04-20,2024-04-20 11:00,37.6,99.7,Sunny,35,10.1,1006.0
2024-04-20,2024-04-20 12:00,38.9,102.0,Sunny,31,9.4,1005.0
2024-04-20,2024-04-20 13:00,39.9,103.8,Sunny,28,12.2,1004.0
2024-04-20,2024-04-20 14:00,40.5,104.9,Sunny,27,16.2,1002.0
2024-04-20,2024-04-20 15:00,40.4,104.8,Sunny,28,20.9,1002.0
2024-04-20,2024-04-20 16:00,38.4,101.1,Sunny,36,21.6,1002.0
2024-04-20,2024-04-20 17:00,35.0,95.1,Sunny,49,23.6,1002.0
2024-04-20,2024-04-20 18:00,32.7,90.9,Sunny,60,16.7,1003.0
2024-04-20,2024-04-20 19:00,31.3,88.3,Clear,65,18.8,1004.0
2024-04-20,2024-04-20 20:00,30.8,87.5,Clear,68,21.6,1005.0
2024-04-20,2024-04-20 21:00,30.4,86.8,Clear,71,16.8,1006.0
2024-04-20,2024-04-20 22:00,30.0,86.0,Clear,75,18.4,1006.0
2024-04-20,2024-04-20 23:00,29.9,85.9,Clear,75,12.6,1007.0
2024-04-21,2024-04-21 00:00,28.8,83.9,Clear,79,9.4,1007.0
2024-04-21,2024-04-21 01:00,28.7,83.7,Partly cloudy,81,9.4,1007.0
2024-04-21,2024-04-21 02:00,28.6,83.5,Patchy rain possible,82,9.4,1006.0
2024-04-21,2024-04-21 03:00,28.3,82.9,Clear,83,8.6,1006.0
2024-04-21,2024-04-21 04:00,28.0,82.4,Clear,84,8.3,1006.0
2024-04-21,2024-04-21 05:00,27.9,82.3,Clear,85,7.9,1007.0
2024-04-21,2024-04-21 06:00,28.4,83.2,Sunny,81,7.9,1008.0
2024-04-21,2024-04-21 07:00,30.5,86.9,Sunny,69,7.9,1008.0
2024-04-21,2024-04-21 08:00,32.2,89.9,Sunny,59,11.9,1009.0
2024-04-21,2024-04-21 09:00,33.7,92.6,Sunny,51,11.2,1009.0
2024-04-21,2024-04-21 10:00,35.1,95.2,Sunny,44,11.5,1008.0
2024-04-21,2024-04-21 11:00,36.7,98.0,Sunny,38,13.3,1008.0
2024-04-21,2024-04-21 12:00,37.8,100.1,Sunny,33,14.8,1006.0
2024-04-21,2024-04-21 13:00,38.6,101.5,Sunny,30,15.5,1005.0
2024-04-21,2024-04-21 14:00,39.2,102.5,Sunny,27,15.8,1004.0
2024-04-21,2024-04-21 15:00,39.2,102.5,Sunny,27,16.9,1004.0
2024-04-21,2024-04-21 16:00,38.1,100.6,Sunny,31,20.9,1004.0
2024-04-21,2024-04-21 17:00,36.1,96.9,Sunny,38,23.0,1004.0
2024-04-21,2024-04-21 18:00,33.6,92.5,Sunny,46,21.6,1005.0
2024-04-21,2024-04-21 19:00,31.7,89.1,Clear,56,20.2,1006.0
2024-04-21,2024-04-21 20:00,30.6,87.0,Clear,65,18.0,1006.0
2024-04-21,2024-04-21 21:00,29.8,85.7,Clear,71,16.9,1007.0
2024-04-21,2024-04-21 22:00,29.3,84.8,Clear,76,15.5,1008.0
2024-04-21,2024-04-21 23:00,29.0,84.2,Clear,78,13.0,1007.0
2024-04-22,2024-04-22 00:00,27.4,81.4,Clear,82,6.8,1008.0
2024-04-22,2024-04-22 01:00,27.2,81.0,Partly cloudy,84,5.4,1007.0
2024-04-22,2024-04-22 02:00,27.1,80.8,Partly cloudy,85,3.2,1007.0
2024-04-22,2024-04-22 03:00,27.1,80.7,Cloudy,86,1.8,1007.0
2024-04-22,2024-04-22 04:00,27.0,80.7,Cloudy,86,2.9,1007.0
2024-04-22,2024-04-22 05:00,27.0,80.7,Cloudy,86,5.4,1008.0
2024-04-22,2024-04-22 06:00,27.4,81.4,Sunny,84,5.8,1009.0
2024-04-22,2024-04-22 07:00,29.3,84.7,Sunny,75,6.8,1009.0
2024-04-22,2024-04-22 08:00,31.2,88.2,Partly cloudy,64,8.3,1010.0
2024-04-22,2024-04-22 09:00,33.2,91.8,Sunny,52,9.0,1010.0
2024-04-22,2024-04-22 10:00,35.3,95.5,Sunny,42,9.0,1009.0
2024-04-22,2024-04-22 11:00,37.2,99.0,Sunny,33,8.6,1008.0
2024-04-22,2024-04-22 12:00,38.7,101.6,Sunny,28,7.9,1007.0
2024-04-22,2024-04-22 13:00,39.6,103.4,Sunny,24,7.6,1005.0
2024-04-22,2024-04-22 14:00,40.3,104.5,Sunny,23,8.6,1004.0
2024-04-22,2024-04-22 15:00,40.0,104.0,Sunny,24,14.0,1004.0
2024-04-22,2024-04-22 16:00,38.6,101.6,Sunny,31,21.6,1004.0
2024-04-22,2024-04-22 17:00,35.9,96.6,Sunny,42,25.9,1004.0
2024-04-22,2024-04-22 18:00,34.2,93.5,Sunny,53,18.2,1005.0
2024-04-22,2024-04-22 19:00,31.2,88.2,Clear,61,16.5,1006.0
2024-04-22,2024-04-22 20:00,30.4,86.8,Clear,66,18.0,1007.0
2024-04-22,2024-04-22 21:00,29.9,85.9,Clear,70,18.4,1008.0
2024-04-22,2024-04-22 22:00,29.6,85.3,Clear,73,15.1,1008.0
2024-04-22,2024-04-22 23:00,29.3,84.8,Clear,75,16.9,1008.0
2024-04-23,2024-04-23 00:00,28.3,82.9,Partly cloudy,78,7.9,1008.0
2024-04-23,2024-04-23 01:00,28.2,82.7,Partly cloudy,79,7.6,1007.0
2024-04-23,2024-04-23 02:00,28.1,82.6,Partly cloudy,79,7.2,1007.0
2024-04-23,2024-04-23 03:00,27.9,82.3,Partly cloudy,80,5.4,1007.0
2024-04-23,2024-04-23 04:00,27.8,82.0,Cloudy,80,4.7,1007.0
2024-04-23,2024-04-23 05:00,28.0,82.3,Cloudy,78,5.8,1007.0
2024-04-23,2024-04-23 06:00,28.7,83.7,Sunny,73,6.1,1008.0
2024-04-23,2024-04-23 07:00,30.6,87.1,Sunny,63,7.9,1008.0
2024-04-23,2024-04-23 08:00,32.3,90.2,Sunny,52,4.7,1009.0
2024-04-23,2024-04-23 09:00,34.2,93.6,Sunny,42,8.3,1009.0
2024-04-23,2024-04-23 10:00,36.3,97.3,Sunny,34,7.6,1008.0
2024-04-23,2024-04-23 11:00,38.1,100.6,Sunny,28,6.8,1007.0
2024-04-23,2024-04-23 12:00,39.6,103.2,Sunny,24,6.8,1006.0
2024-04-23,2024-04-23 13:00,40.5,104.9,Sunny,21,8.3,1004.0
2024-04-23,2024-04-23 14:00,41.1,106.0,Sunny,20,12.6,1003.0
2024-04-23,2024-04-23 15:00,40.6,105.1,Sunny,23,18.4,1002.0
2024-04-23,2024-04-23 16:00,38.1,100.5,Sunny,32,24.5,1003.0
2024-04-23,2024-04-23 17:00,35.3,95.5,Sunny,40,22.1,1004.0
2024-04-23,2024-04-23 18:00,32.9,91.2,Sunny,47,20.9,1005.0
2024-04-23,2024-04-23 19:00,31.0,87.9,Clear,54,18.4,1006.0
2024-04-23,2024-04-23 20:00,29.7,85.5,Clear,63,15.8,1007.0
2024-04-23,2024-04-23 21:00,28.7,83.7,Clear,71,14.0,1008.0
2024-04-23,2024-04-23 22:00,28.2,82.7,Clear,75,12.2,1008.0
2024-04-23,2024-04-23 23:00,27.9,82.1,Clear,77,9.4,1008.0
2024-04-24,2024-04-24 00:00,26.6,79.9,Clear,72,7.6,1007.0
2024-04-24,2024-04-24 01:00,26.3,79.3,Clear,73,5.4,1006.0
2024-04-24,2024-04-24 02:00,26.0,78.7,Clear,74,4.3,1006.0
2024-04-24,2024-04-24 03:00,25.9,78.6,Clear,74,6.1,1006.0
2024-04-24,2024-04-24 04:00,25.8,78.5,Clear,74,5.4,1006.0
2024-04-24,2024-04-24 05:00,25.7,78.3,Clear,74,5.4,1007.0
2024-04-24,2024-04-24 06:00,27.8,82.0,Sunny,71,5.4,1007.0
2024-04-24,2024-04-24 07:00,28.8,83.8,Sunny,63,6.5,1008.0
2024-04-24,2024-04-24 08:00,30.8,87.4,Sunny,55,7.2,1009.0
2024-04-24,2024-04-24 09:00,33.3,91.9,Sunny,43,6.8,1009.0
2024-04-24,2024-04-24 10:00,35.4,95.8,Sunny,34,7.9,1008.0
2024-04-24,2024-04-24 11:00,37.1,98.7,Sunny,29,9.4,1007.0
2024-04-24,2024-04-24 12:00,38.6,101.4,Sunny,26,11.2,1006.0
2024-04-24,2024-04-24 13:00,39.7,103.5,Sunny,24,12.6,1004.0
2024-04-24,2024-04-24 14:00,40.4,104.6,Sunny,22,16.2,1003.0
2024-04-24,2024-04-24 15:00,40.2,104.3,Sunny,23,18.3,1003.0
2024-04-24,2024-04-24 16:00,38.4,101.1,Sunny,28,22.0,1003.0
2024-04-24,2024-04-24 17:00,35.8,96.5,Sunny,35,21.3,1003.0
2024-04-24,2024-04-24 18:00,33.2,91.7,Sunny,42,16.3,1004.0
2024-04-24,2024-04-24 19:00,31.1,88.0,Clear,53,18.7,1005.0
2024-04-24,2024-04-24 20:00,29.6,85.2,Clear,63,16.6,1006.0
2024-04-24,2024-04-24 21:00,28.9,84.0,Clear,69,14.0,1007.0
2024-04-24,2024-04-24 22:00,28.5,83.3,Clear,72,11.9,1007.0
2024-04-24,2024-04-24 23:00,28.2,82.8,Clear,74,9.4,1007.0
2024-04-25,2024-04-25 00:00,26.5,79.6,Clear,74,4.3,1007.0
2024-04-25,2024-04-25 01:00,26.2,79.2,Clear,76,3.2,1007.0
2024-04-25,2024-04-25 02:00,26.1,79.0,Clear,77,4.0,1006.0
2024-04-25,2024-04-25 03:00,26.0,78.8,Clear,78,4.3,1006.0
2024-04-25,2024-04-25 04:00,26.0,78.8,Clear,78,4.0,1007.0
2024-04-25,2024-04-25 05:00,25.9,78.7,Clear,78,4.0,1007.0
2024-04-25,2024-04-25 06:00,26.9,80.4,Sunny,75,3.2,1008.0
2024-04-25,2024-04-25 07:00,29.1,84.3,Sunny,66,6.8,1008.0
2024-04-25,2024-04-25 08:00,31.2,88.2,Sunny,57,10.4,1009.0
2024-04-25,2024-04-25 09:00,33.6,92.5,Sunny,45,11.2,1009.0
2024-04-25,2024-04-25 10:00,35.6,96.1,Sunny,36,11.5,1008.0
2024-04-25,2024-04-25 11:00,37.6,99.7,Sunny,30,13.0,1007.0
2024-04-25,2024-04-25 12:00,39.1,102.4,Sunny,26,15.1,1006.0
2024-04-25,2024-04-25 13:00,40.1,104.1,Sunny,24,17.6,1004.0
2024-04-25,2024-04-25 14:00,39.3,102.8,Sunny,24,20.2,1003.0
2024-04-25,2024-04-25 15:00,40.0,104.1,Sunny,24,19.2,1003.0
2024-04-25,2024-04-25 16:00,37.8,100.0,Sunny,27,20.3,1003.0
2024-04-25,2024-04-25 17:00,36.6,97.9,Sunny,31,20.2,1004.0
2024-04-25,2024-04-25 18:00,33.5,92.3,Sunny,38,17.9,1005.0
2024-04-25,2024-04-25 19:00,30.9,87.6,Clear,47,15.9,1006.0
2024-04-25,2024-04-25 20:00,29.2,84.5,Clear,60,18.7,1007.0
2024-04-25,2024-04-25 21:00,28.2,82.8,Clear,67,16.9,1007.0
2024-04-25,2024-04-25 22:00,27.8,82.0,Clear,70,15.1,1008.0
2024-04-25,2024-04-25 23:00,27.4,81.4,Clear,72,10.4,1008.0
2024-04-26,2024-04-26 00:00,26.6,79.9,Clear,76,5.4,1007.0
2024-04-26,2024-04-26 01:00,26.4,79.5,Clear,77,4.0,1006.0
2024-04-26,2024-04-26 02:00,26.2,79.2,Clear,78,3.6,1006.0
2024-04-26,2024-04-26 03:00,26.0,78.9,Clear,78,3.6,1006.0
2024-04-26,2024-04-26 04:00,26.0,78.9,Clear,78,1.4,1007.0
2024-04-26,2024-04-26 05:00,26.0,78.9,Clear,78,1.4,1007.0
2024-04-26,2024-04-26 06:00,26.8,80.2,Sunny,75,2.9,1008.0
2024-04-26,2024-04-26 07:00,28.5,83.3,Sunny,69,5.8,1009.0
2024-04-26,2024-04-26 08:00,29.9,85.9,Sunny,62,7.9,1009.0
2024-04-26,2024-04-26 09:00,32.7,90.8,Sunny,53,7.9,1009.0
2024-04-26,2024-04-26 10:00,34.6,94.3,Sunny,44,7.2,1009.0
2024-04-26,2024-04-26 11:00,36.5,97.6,Sunny,37,7.2,1008.0
2024-04-26,2024-04-26 12:00,36.8,98.2,Sunny,32,7.6,1006.0
2024-04-26,2024-04-26 13:00,38.0,100.4,Sunny,28,7.6,1005.0
2024-04-26,2024-04-26 14:00,38.8,101.8,Sunny,26,6.8,1004.0
2024-04-26,2024-04-26 15:00,38.9,102.1,Sunny,25,8.3,1003.0
2024-04-26,2024-04-26 16:00,38.1,100.6,Sunny,28,15.5,1003.0
2024-04-26,2024-04-26 17:00,35.6,96.1,Sunny,35,22.0,1004.0
2024-04-26,2024-04-26 18:00,33.6,92.5,Sunny,43,16.5,1005.0
2024-04-26,2024-04-26 19:00,30.9,87.7,Clear,49,17.6,1006.0
2024-04-26,2024-04-26 20:00,29.8,85.7,Clear,57,16.9,1007.0
2024-04-26,2024-04-26 21:00,29.0,84.2,Clear,65,16.2,1007.0
2024-04-26,2024-04-26 22:00,28.3,83.0,Clear,70,14.8,1008.0
2024-04-26,2024-04-26 23:00,27.9,82.3,Clear,73,11.5,1008.0
2024-04-27,2024-04-27 00:00,25.9,78.6,Clear,80,4.7,1007.0
2024-04-27,2024-04-27 01:00,25.6,78.1,Clear,82,5.0,1007.0
2024-04-27,2024-04-27 02:00,25.4,77.7,Clear,81,4.7,1006.0
2024-04-27,2024-04-27 03:00,25.1,77.3,Clear,83,3.6,1006.0
2024-04-27,2024-04-27 04:00,25.0,77.0,Clear,84,4.0,1007.0
2024-04-27,2024-04-27 05:00,24.8,76.7,Clear,85,4.3,1008.0
2024-04-27,2024-04-27 06:00,25.6,78.2,Sunny,81,4.0,1008.0
2024-04-27,2024-04-27 07:00,28.4,83.1,Patchy rain possible,70,5.8,1009.0
2024-04-27,2024-04-27 08:00,31.1,87.9,Sunny,55,7.6,1009.0
2024-04-27,2024-04-27 09:00,33.7,92.6,Sunny,41,8.6,1009.0
2024-04-27,2024-04-27 10:00,35.9,96.6,Sunny,32,10.4,1008.0
2024-04-27,2024-04-27 11:00,37.9,100.2,Sunny,27,11.5,1007.0
2024-04-27,2024-04-27 12:00,39.6,103.2,Sunny,23,12.6,1006.0
2024-04-27,2024-04-27 13:00,39.7,103.4,Sunny,21,15.5,1005.0
2024-04-27,2024-04-27 14:00,40.9,105.6,Sunny,21,14.5,1004.0
2024-04-27,2024-04-27 15:00,40.4,104.8,Sunny,22,19.3,1004.0
2024-04-27,2024-04-27 16:00,38.9,101.9,Sunny,24,22.3,1004.0
2024-04-27,2024-04-27 17:00,36.6,97.8,Sunny,29,20.5,1005.0
2024-04-27,2024-04-27 18:00,33.2,91.8,Sunny,39,22.0,1006.0
2024-04-27,2024-04-27 19:00,30.4,86.8,Clear,52,20.2,1007.0
2024-04-27,2024-04-27 20:00,28.9,84.1,Clear,63,17.3,1007.0
2024-04-27,2024-04-27 21:00,27.8,82.0,Clear,72,15.1,1008.0
2024-04-27,2024-04-27 22:00,27.1,80.8,Clear,76,10.1,1008.0
2024-04-27,2024-04-27 23:00,26.6,80.0,Clear,79,7.2,1008.0
2024-04-28,2024-04-28 00:00,26.4,79.5,Clear,81,5.4,1008.0
2024-04-28,2024-04-28 01:00,26.3,79.3,Clear,83,3.6,1007.0
2024-04-28,2024-04-28 02:00,26.4,79.6,Partly cloudy,83,2.5,1007.0
2024-04-28,2024-04-28 03:00,26.4,79.5,Partly cloudy,84,4.3,1007.0
2024-04-28,2024-04-28 04:00,26.4,79.5,Partly cloudy,84,5.0,1008.0
2024-04-28,2024-04-28 05:00,26.3,79.3,Cloudy,85,4.3,1008.0
2024-04-28,2024-04-28 06:00,27.0,80.5,Cloudy,82,2.9,1009.0
2024-04-28,2024-04-28 07:00,29.1,84.5,Cloudy,74,2.5,1009.0
2024-04-28,2024-04-28 08:00,31.3,88.4,Patchy rain possible,66,1.1,1009.0
2024-04-28,2024-04-28 09:00,33.5,92.4,Partly cloudy,55,3.6,1009.0
2024-04-28,2024-04-28 10:00,35.8,96.4,Sunny,45,4.7,1008.0
2024-04-28,2024-04-28 11:00,37.9,100.2,Sunny,37,5.0,1007.0
2024-04-28,2024-04-28 12:00,39.4,102.9,Sunny,31,5.4,1006.0
2024-04-28,2024-04-28 13:00,40.7,105.2,Sunny,27,7.2,1005.0
2024-04-28,2024-04-28 14:00,40.0,104.0,Sunny,30,15.5,1004.0
2024-04-28,2024-04-28 15:00,39.2,102.5,Sunny,33,20.0,1004.0
2024-04-28,2024-04-28 16:00,37.9,100.2,Sunny,37,20.1,1004.0
2024-04-28,2024-04-28 17:00,36.1,96.9,Sunny,41,19.8,1005.0
2024-04-28,2024-04-28 18:00,33.6,92.4,Sunny,49,15.4,1006.0
2024-04-28,2024-04-28 19:00,32.4,90.3,Clear,60,18.7,1007.0
2024-04-28,2024-04-28 20:00,30.3,86.5,Clear,68,15.8,1008.0
2024-04-28,2024-04-28 21:00,29.2,84.6,Clear,75,14.8,1009.0
2024-04-28,2024-04-28 22:00,28.6,83.5,Clear,79,13.0,1009.0
2024-04-28,2024-04-28 23:00,28.1,82.6,Clear,82,10.4,1009.0
2024-04-29,2024-04-29 00:00,27.8,82.0,Clear,84,8.3,1009.0
2024-04-29,2024-04-29 01:00,27.5,81.5,Clear,85,6.8,1009.0
2024-04-29,2024-04-29 02:00,27.3,81.2,Clear,85,5.4,1008.0
2024-04-29,2024-04-29 03:00,27.2,81.0,Clear,86,4.7,1008.0
2024-04-29,2024-04-29 04:00,27.2,80.9,Clear,87,3.2,1009.0
2024-04-29,2024-04-29 05:00,27.0,80.6,Clear,87,2.5,1009.0
2024-04-29,2024-04-29 06:00,27.7,81.8,Patchy rain possible,83,2.2,1010.0
2024-04-29,2024-04-29 07:00,29.6,85.2,Patchy rain possible,75,6.1,1011.0
2024-04-29,2024-04-29 08:00,31.5,88.8,Partly cloudy,64,8.3,1011.0
2024-04-29,2024-04-29 09:00,33.7,92.6,Sunny,52,8.3,1011.0
2024-04-29,2024-04-29 10:00,35.8,96.5,Sunny,41,9.0,1010.0
2024-04-29,2024-04-29 11:00,37.7,99.9,Sunny,33,8.6,1009.0
2024-04-29,2024-04-29 12:00,39.2,102.6,Sunny,28,7.9,1007.0
2024-04-29,2024-04-29 13:00,40.3,104.6,Sunny,26,8.3,1006.0
2024-04-29,2024-04-29 14:00,40.7,105.3,Patchy rain possible,25,11.2,1005.0
2024-04-29,2024-04-29 15:00,40.1,104.1,Sunny,27,18.7,1004.0
2024-04-29,2024-04-29 16:00,38.3,101.0,Sunny,33,19.4,1004.0
2024-04-29,2024-04-29 17:00,35.9,96.7,Sunny,38,21.2,1005.0
2024-04-29,2024-04-29 18:00,34.8,94.6,Sunny,43,20.5,1006.0
2024-04-29,2024-04-29 19:00,31.7,89.1,Clear,52,18.7,1007.0
2024-04-29,2024-04-29 20:00,30.1,86.1,Clear,64,16.9,1008.0
2024-04-29,2024-04-29 21:00,29.1,84.4,Clear,71,15.8,1009.0
2024-04-29,2024-04-29 22:00,28.6,83.5,Clear,75,13.7,1009.0
2024-04-29,2024-04-29 23:00,28.2,82.8,Clear,78,9.4,1009.0
2024-04-30,2024-04-30 00:00,28.0,82.5,Clear,79,5.0,1009.0
2024-04-30,2024-04-30 01:00,28.0,82.4,Partly cloudy,80,3.2,1008.0
2024-04-30,2024-04-30 02:00,28.0,82.4,Partly cloudy,80,5.8,1007.0
2024-04-30,2024-04-30 03:00,28.0,82.4,Partly cloudy,80,6.1,1007.0
2024-04-30,2024-04-30 04:00,28.0,82.3,Partly cloudy,81,5.0,1008.0
2024-04-30,2024-04-30 05:00,27.9,82.1,Patchy rain possible,81,5.8,1008.0
2024-04-30,2024-04-30 06:00,28.6,83.4,Patchy rain possible,78,6.1,1008.0
2024-04-30,2024-04-30 07:00,30.7,87.3,Patchy rain possible,67,5.8,1009.0
2024-04-30,2024-04-30 08:00,31.1,88.1,Moderate rain at times,58,10.8,1010.0
2024-04-30,2024-04-30 09:00,33.2,91.8,Patchy rain possible,48,8.1,1010.0
2024-04-30,2024-04-30 10:00,35.2,95.3,Patchy rain possible,40,12.6,1009.0
2024-04-30,2024-04-30 11:00,37.0,98.6,Sunny,33,11.9,1008.0
2024-04-30,2024-04-30 12:00,38.6,101.4,Sunny,28,11.2,1006.0
2024-04-30,2024-04-30 13:00,39.4,103.0,Sunny,24,11.5,1004.0
2024-04-30,2024-04-30 14:00,40.0,104.0,Sunny,22,13.0,1003.0
2024-04-30,2024-04-30 15:00,39.7,103.5,Sunny,24,17.6,1002.0
2024-04-30,2024-04-30 16:00,38.5,101.3,Sunny,30,18.7,1002.0
2024-04-30,2024-04-30 17:00,36.8,98.3,Sunny,40,22.6,1003.0
2024-04-30,2024-04-30 18:00,33.8,92.8,Sunny,51,24.5,1004.0
2024-04-30,2024-04-30 19:00,31.8,89.3,Clear,61,21.6,1005.0
2024-04-30,2024-04-30 20:00,31.1,88.0,Clear,65,20.2,1006.0
2024-04-30,2024-04-30 21:00,30.7,87.2,Clear,68,19.8,1007.0
2024-04-30,2024-04-30 22:00,30.4,86.7,Clear,70,19.1,1007.0
2024-04-30,2024-04-30 23:00,30.2,86.3,Clear,70,19.8,1007.0
2024-05-01,2024-05-01 00:00,29.9,85.9,Clear,71,16.9,1006.0
2024-05-01,2024-05-01 01:00,29.7,85.4,Clear,71,16.6,1005.0
2024-05-01,2024-05-01 02:00,29.3,84.8,Clear,72,15.8,1005.0
2024-05-01,2024-05-01 03:00,29.1,84.3,Clear,74,15.1,1005.0
2024-05-01,2024-05-01 04:00,28.8,83.8,Clear,75,13.7,1005.0
2024-05-01,2024-05-01 05:00,28.4,83.1,Clear,77,11.5,1006.0
2024-05-01,2024-05-01 06:00,28.7,83.7,Sunny,76,11.5,1006.0
2024-05-01,2024-05-01 07:00,30.9,87.6,Sunny,66,13.3,1007.0
2024-05-01,2024-05-01 08:00,33.0,91.4,Sunny,57,16.6,1008.0
2024-05-01,2024-05-01 09:00,35.0,95.0,Sunny,48,16.6,1007.0
2024-05-01,2024-05-01 10:00,36.9,98.4,Sunny,41,16.2,1007.0
2024-05-01,2024-05-01 11:00,38.6,101.5,Sunny,35,11.4,1006.0
2024-05-01,2024-05-01 12:00,40.3,104.6,Sunny,28,10.5,1004.0
2024-05-01,2024-05-01 13:00,41.5,106.8,Sunny,25,13.7,1002.0
2024-05-01,2024-05-01 14:00,42.0,107.5,Sunny,24,14.4,1001.0
2024-05-01,2024-05-01 15:00,40.9,105.6,Sunny,28,17.0,1001.0
2024-05-01,2024-05-01 16:00,38.7,101.7,Sunny,37,23.8,1001.0
2024-05-01,2024-05-01 17:00,35.2,95.3,Sunny,51,26.3,1002.0
2024-05-01,2024-05-01 18:00,32.7,90.9,Sunny,61,22.9,1002.0
2024-05-01,2024-05-01 19:00,31.1,87.9,Clear,68,21.8,1003.0
2024-05-01,2024-05-01 20:00,30.6,87.0,Clear,70,21.9,1004.0
2024-05-01,2024-05-01 21:00,30.4,86.6,Clear,71,23.8,1005.0
2024-05-01,2024-05-01 22:00,30.1,86.3,Clear,73,22.0,1005.0
2024-05-01,2024-05-01 23:00,30.0,86.0,Clear,73,19.1,1005.0
2024-05-02,2024-05-02 00:00,29.8,85.7,Clear,72,19.4,1005.0
2024-05-02,2024-05-02 01:00,29.6,85.3,Clear,73,15.6,1004.0
2024-05-02,2024-05-02 02:00,29.3,84.7,Clear,75,18.7,1004.0
2024-05-02,2024-05-02 03:00,28.9,84.1,Clear,78,16.2,1004.0
2024-05-02,2024-05-02 04:00,28.7,83.6,Clear,79,12.6,1005.0
2024-05-02,2024-05-02 05:00,28.4,83.1,Clear,80,10.8,1005.0
2024-05-02,2024-05-02 06:00,28.7,83.7,Sunny,77,9.7,1006.0
2024-05-02,2024-05-02 07:00,31.0,87.8,Sunny,65,14.4,1007.0
2024-05-02,2024-05-02 08:00,32.9,91.3,Sunny,56,14.0,1008.0
2024-05-02,2024-05-02 09:00,34.9,94.8,Sunny,47,14.0,1008.0
2024-05-02,2024-05-02 10:00,36.9,98.4,Sunny,39,15.8,1007.0
2024-05-02,2024-05-02 11:00,38.2,100.8,Sunny,34,16.6,1006.0
2024-05-02,2024-05-02 12:00,39.1,102.4,Sunny,32,16.2,1005.0
2024-05-02,2024-05-02 13:00,39.9,103.9,Sunny,30,17.6,1004.0
2024-05-02,2024-05-02 14:00,40.5,104.8,Sunny,30,20.9,1003.0
2024-05-02,2024-05-02 15:00,39.8,103.7,Sunny,32,24.8,1002.0
2024-05-02,2024-05-02 16:00,37.7,99.9,Sunny,41,28.4,1002.0
2024-05-02,2024-05-02 17:00,35.0,95.0,Sunny,51,28.1,1003.0
2024-05-02,2024-05-02 18:00,32.9,91.2,Sunny,57,20.8,1004.0
2024-05-02,2024-05-02 19:00,31.4,88.6,Clear,63,19.7,1005.0
2024-05-02,2024-05-02 20:00,30.7,87.3,Clear,68,18.4,1005.0
2024-05-02,2024-05-02 21:00,30.4,86.8,Clear,71,17.9,1006.0
2024-05-02,2024-05-02 22:00,30.0,86.0,Clear,73,17.8,1006.0
2024-05-02,2024-05-02 23:00,29.6,85.2,Clear,75,19.4,1006.0
2024-05-03,2024-05-03 00:00,29.5,85.0,Clear,77,17.3,1006.0
2024-05-03,2024-05-03 01:00,29.3,84.8,Partly cloudy,77,15.5,1005.0
2024-05-03,2024-05-03 02:00,29.1,84.3,Partly cloudy,78,14.4,1005.0
2024-05-03,2024-05-03 03:00,28.8,83.9,Clear,79,13.3,1005.0
2024-05-03,2024-05-03 04:00,28.6,83.4,Clear,81,12.2,1006.0
2024-05-03,2024-05-03 05:00,28.1,82.7,Clear,83,12.2,1006.0
2024-05-03,2024-05-03 06:00,28.7,83.7,Sunny,80,14.8,1007.0
2024-05-03,2024-05-03 07:00,31.1,88.0,Sunny,67,16.7,1008.0
2024-05-03,2024-05-03 08:00,33.1,91.5,Sunny,56,18.7,1008.0
2024-05-03,2024-05-03 09:00,35.2,95.4,Sunny,46,18.4,1008.0
2024-05-03,2024-05-03 10:00,37.3,99.1,Sunny,39,19.4,1008.0
2024-05-03,2024-05-03 11:00,39.2,102.6,Sunny,32,18.0,1007.0
2024-05-03,2024-05-03 12:00,40.5,104.9,Sunny,28,18.0,1005.0
2024-05-03,2024-05-03 13:00,41.2,106.1,Sunny,27,19.8,1004.0
2024-05-03,2024-05-03 14:00,40.1,104.2,Sunny,28,23.4,1003.0
2024-05-03,2024-05-03 15:00,38.9,102.0,Sunny,32,27.7,1003.0
2024-05-03,2024-05-03 16:00,37.8,100.0,Sunny,40,25.7,1003.0
2024-05-03,2024-05-03 17:00,35.3,95.6,Sunny,48,25.2,1003.0
2024-05-03,2024-05-03 18:00,32.6,90.7,Sunny,60,22.2,1004.0
2024-05-03,2024-05-03 19:00,31.1,88.1,Clear,68,21.3,1005.0
2024-05-03,2024-05-03 20:00,30.7,87.3,Clear,69,20.6,1006.0
2024-05-03,2024-05-03 21:00,30.6,87.1,Clear,69,23.0,1007.0
2024-05-03,2024-05-03 22:00,30.5,86.9,Clear,69,20.2,1008.0
2024-05-03,2024-05-03 23:00,30.4,86.7,Clear,68,19.8,1007.0
